proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathwayClass	pathwayType
475899	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.		Alkaloid biosynthesis I	Biosynthesis of Secondary Metabolites	METABOLIC
475899	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.		Carbon fixation	Energy Metabolism	METABOLIC
475899	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.		Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
475899	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.		Glutamate metabolism	Amino Acid Metabolism	METABOLIC
475958	1.1.1.14	L-iditol 2-dehydrogenase.	L-iditol + NAD(+) = L-sorbose + NADH.		Sorbitol dehydrogenase deficiency; MIM:182500.	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
475958	1.1.1.9	D-xylulose reductase.	Xylitol + NAD(+) = D-xylulose + NADH.			Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
475988	3.1.1.65	L-rhamnono-1,4-lactonase.	L-rhamnono-1,4-lactone + H(2)O = L-rhamnonate.			Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
475991	4.1.2.53							
476054	3.5.1.110							
476160	4.2.1.130							
476196	1.11.1.10	Chloride peroxidase.	2 RH + 2 chloride + H(2)O(2) = 2 RCl + 2 H(2)O.	Heme.				
476250	2.2.1.3	Formaldehyde transketolase.	D-xylulose 5-phosphate + formaldehyde = glyceraldehyde 3-phosphate + glycerone.	Thiamine pyrophosphate.		Methane metabolism	Energy Metabolism	METABOLIC
476315	3.6.4.13							
476321	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.					
476323	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.					
476325	3.6.4.12							
476348	6.1.1.9	Valine--tRNA ligase.	ATP + L-valine + tRNA(Val) = AMP + diphosphate + L-valyl-tRNA(Val).			Valine, leucine and isoleucine biosynthesis	Amino Acid Metabolism	METABOLIC
476348	6.1.1.9	Valine--tRNA ligase.	ATP + L-valine + tRNA(Val) = AMP + diphosphate + L-valyl-tRNA(Val).			  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
476461	1.1.1.31	3-hydroxyisobutyrate dehydrogenase.	3-hydroxy-2-methylpropanoate + NAD(+) = 2-methyl-3-oxopropanoate + NADH.		3-hydroxyisobutyricaciduria; MIM:236795.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
476470	2.7.1.6	Galactokinase.	ATP + D-galactose = ADP + D-galactose 1-phosphate.		Galactokinase deficiency; MIM:230200.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
476479	5.1.3.2	UDP-glucose 4-epimerase.	UDP-glucose = UDP-galactose.	NAD.	Galactose epimerase deficiency; MIM:230350.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
476479	5.1.3.2	UDP-glucose 4-epimerase.	UDP-glucose = UDP-galactose.	NAD.	Galactose epimerase deficiency; MIM:230350.	Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
476479	5.1.3.3	Aldose 1-epimerase.	Alpha-D-glucose = beta-D-glucose.			Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
476509	1.6.2.2	Cytochrome-b5 reductase.	NADH + 2 ferricytochrome b5 = NAD(+) + 2 ferrocytochrome b5.	FAD.	Methemoglobinemia enzymopathic forms I, II, III; MIM:250800.			
476512	2.7.1.28	Triokinase.	ATP + D-glyceraldehyde = ADP + D-glyceraldehyde 3-phosphate.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
476512	2.7.1.28	Triokinase.	ATP + D-glyceraldehyde = ADP + D-glyceraldehyde 3-phosphate.			Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
476512	2.7.1.29	Glycerone kinase.	ATP + glycerone = ADP + glycerone phosphate.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
476512	4.6.1.15							
476568	2.5.1.61							
476602	1.1.1.320							
476607	1.1.1.320							
476610	1.1.1.289							
476726	4.1.2.4	Deoxyribose-phosphate aldolase.	2-deoxy-D-ribose 5-phosphate = D-glyceraldehyde 3-phosphate + acetaldehyde.			Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
476748	1.8.1.4	Dihydrolipoamide dehydrogenase.	Dihydrolipoamide + NAD(+) = lipoamide + NADH.	FAD.	Congenital infantile lactic acidosis; MIM:246900.	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
476748	1.8.1.4	Dihydrolipoamide dehydrogenase.	Dihydrolipoamide + NAD(+) = lipoamide + NADH.	FAD.	Congenital infantile lactic acidosis; MIM:246900.	Citrate cycle (TCA cycle)	Carbohydrate Metabolism	METABOLIC
476748	1.8.1.4	Dihydrolipoamide dehydrogenase.	Dihydrolipoamide + NAD(+) = lipoamide + NADH.	FAD.	Congenital infantile lactic acidosis; MIM:246900.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
476748	1.8.1.4	Dihydrolipoamide dehydrogenase.	Dihydrolipoamide + NAD(+) = lipoamide + NADH.	FAD.	Congenital infantile lactic acidosis; MIM:246900.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
476759	1.13.11.27	4-hydroxyphenylpyruvate dioxygenase.	4-hydroxyphenylpyruvate + O(2) = homogentisate + CO(2).	Iron.	Tyrosinemia, type III; MIM:276710.	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
476759	1.13.11.27	4-hydroxyphenylpyruvate dioxygenase.	4-hydroxyphenylpyruvate + O(2) = homogentisate + CO(2).	Iron.	Tyrosinemia, type III; MIM:276710.	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
476791	2.3.2.8	Arginyltransferase.	L-arginyl-tRNA + protein = tRNA + L-arginyl-protein.					
476865	3.2.2.29							
476898	3.1.1.17	Gluconolactonase.	D-glucono-1,5-lactone + H(2)O = D-gluconate.			Caprolactam degradation	Biodegradation of Xenobiotics	METABOLIC
476898	3.1.1.17	Gluconolactonase.	D-glucono-1,5-lactone + H(2)O = D-gluconate.			Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
476898	3.1.1.17	Gluconolactonase.	D-glucono-1,5-lactone + H(2)O = D-gluconate.			Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
476946	1.3.1.33	Protochlorophyllide reductase.	Chlorophyllide A + NADP(+) = protochlorophyllide + NADPH.			Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
477154	2.3.1.255							
477311	1.1.1.101	Acylglycerone-phosphate reductase.	1-palmitoylglycerol 3-phosphate + NADP(+) = palmitoylglycerone phosphate + NADPH.					
477321	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.		Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	Glycosaminoglycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
477321	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.		Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
477321	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.		Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
477321	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.		Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
477321	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.		Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
477513	1.1.1.170	3-beta-hydroxy-4-alpha-methylcholestenecarboxylate 3-dehydrogenase (decarboxylating).	3-beta-hydroxy-4-alpha-methyl-5-alpha-cholest-7-ene-4-beta-carboxylate + NAD(+) = 4-alpha-methyl-5-alpha-cholest-7-en-3-one + CO(2) + NADH.					
477553	1.8.1.2	Sulfite reductase (NADPH).	H(2)S + 3 NADP(+) + 3 H(2)O = sulfite + 3 NADPH.	FAD; FMN; Heme.		Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
477553	1.8.1.2	Sulfite reductase (NADPH).	H(2)S + 3 NADP(+) + 3 H(2)O = sulfite + 3 NADPH.	FAD; FMN; Heme.		Sulfur metabolism	Energy Metabolism	METABOLIC
477593	4.2.1.130							
477618	2.3.1.36	D-amino-acid N-acetyltransferase.	Acetyl-CoA + a D-amino acid = CoA + an N-acetyl-D-amino acid.			Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
477642	2.1.1.183							
477659	1.1.1.2	Alcohol dehydrogenase (NADP+).	An alcohol + NADP(+) = an aldehyde + NADPH.	Zinc.		Caprolactam degradation	Biodegradation of Xenobiotics	METABOLIC
477659	1.1.1.2	Alcohol dehydrogenase (NADP+).	An alcohol + NADP(+) = an aldehyde + NADPH.	Zinc.		Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
477659	1.1.1.2	Alcohol dehydrogenase (NADP+).	An alcohol + NADP(+) = an aldehyde + NADPH.	Zinc.		Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
477659	1.1.1.2	Alcohol dehydrogenase (NADP+).	An alcohol + NADP(+) = an aldehyde + NADPH.	Zinc.		Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
477754	3.1.1.45	Carboxymethylenebutenolidase.	4-carboxymethylenebut-2-en-4-olide + H(2)O = 4 oxohex-2-enedioate.			1,4-Dichlorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
477850	4.4.1.5	Lactoylglutathione lyase.	(R)-S-lactoylglutathione = glutathione + methylglyoxal.			Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
477869	4.1.3.38							
478032	3.2.1.65	Levanase.	Random hydrolysis of 2,6-beta-D-fructofuranosidic linkages in 2,6- beta-D-fructans (levans) containing more than 3 fructose units.			Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
478032	3.2.1.80	Fructan beta-fructosidase.	Hydrolysis of terminal-non-reducing 2,1- and 2,6-linked beta-D-fructofuranose residues in fructans.			Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
478062	2.7.1.32	Choline kinase.	ATP + choline = ADP + O-phosphocholine.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
478078	3.2.1.26	Beta-fructofuranosidase.	Hydrolysis of terminal non-reducing beta-D-fructofuranoside residues in beta-D-fructofuranosides.		Disaccharide intolerance I; MIM:222900.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
478078	3.2.1.26	Beta-fructofuranosidase.	Hydrolysis of terminal non-reducing beta-D-fructofuranoside residues in beta-D-fructofuranosides.		Disaccharide intolerance I; MIM:222900.	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
478101	3.4.11.26							
478130	3.2.1.22	Alpha-galactosidase.	Melibiose + H(2)O = galactose + glucose.	Magnesium; NAD.	Diffuse angiokeratoma (Fabry disease); MIM:301500.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
478130	3.2.1.22	Alpha-galactosidase.	Melibiose + H(2)O = galactose + glucose.	Magnesium; NAD.	Diffuse angiokeratoma (Fabry disease); MIM:301500.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
478130	3.2.1.22	Alpha-galactosidase.	Melibiose + H(2)O = galactose + glucose.	Magnesium; NAD.	Diffuse angiokeratoma (Fabry disease); MIM:301500.	Globoside metabolism	Metabolism of Complex Lipids	METABOLIC
478130	3.2.1.22	Alpha-galactosidase.	Melibiose + H(2)O = galactose + glucose.	Magnesium; NAD.	Diffuse angiokeratoma (Fabry disease); MIM:301500.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
478178	2.1.1.144							
478189	1.11.1.6	Catalase.	2 H(2)O(2) = O(2) + 2 H(2)O.	Heme; Manganese.	Acatalasia; MIM:115500.	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
478189	1.11.1.6	Catalase.	2 H(2)O(2) = O(2) + 2 H(2)O.	Heme; Manganese.	Acatalasia; MIM:115500.	Methane metabolism	Energy Metabolism	METABOLIC
478250	2.1.1.6	Catechol O-methyltransferase.	S-adenosyl-L-methionine + catechol = S-adenosyl-L-homocysteine + guaiacol.			Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
478295	4.1.3.4	Hydroxymethylglutaryl-CoA lyase.	(S)-3-hydroxy-3-methylglutaryl-CoA = acetyl-CoA + acetoacetate.		HMG-CoA lyase deficiency; MIM:246450.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
478295	4.1.3.4	Hydroxymethylglutaryl-CoA lyase.	(S)-3-hydroxy-3-methylglutaryl-CoA = acetyl-CoA + acetoacetate.		HMG-CoA lyase deficiency; MIM:246450.	Synthesis and degradation of ketone bodies	Lipid Metabolism	METABOLIC
478295	4.1.3.4	Hydroxymethylglutaryl-CoA lyase.	(S)-3-hydroxy-3-methylglutaryl-CoA = acetyl-CoA + acetoacetate.		HMG-CoA lyase deficiency; MIM:246450.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
478403	3.6.4.12							
478419	1.1.1.349							
478496	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.					
478670	3.1.1.65	L-rhamnono-1,4-lactonase.	L-rhamnono-1,4-lactone + H(2)O = L-rhamnonate.			Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
478763	2.4.1.232							
478820	1.6.5.5	NADPH:quinone reductase.	NADPH + quinone = NADP(+) + semiquinone.	Zinc.				
478963	3.1.3.1	Alkaline phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	Zinc; Magnesium.	Hypophosphatasia, adult; MIM:146300. Hypophosphatasia, childhood; MIM:241510. Hypophosphatasia, infantile; MIM:214500.	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
478963	3.1.3.1	Alkaline phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	Zinc; Magnesium.	Hypophosphatasia, adult; MIM:146300. Hypophosphatasia, childhood; MIM:241510. Hypophosphatasia, infantile; MIM:214500.	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
478963	3.1.3.1	Alkaline phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	Zinc; Magnesium.	Hypophosphatasia, adult; MIM:146300. Hypophosphatasia, childhood; MIM:241510. Hypophosphatasia, infantile; MIM:214500.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
479062	1.1.1.300							
479064	3.4.23.18	Aspergillopepsin I.	"Hydrolysis of proteins with broad specificity. Generally favors hydrophobic residues in P1 and P1', but also accepts Lys in P1, which leads to activation of trypsinogen. Does not clot milk."					
479161	2.7.1.32	Choline kinase.	ATP + choline = ADP + O-phosphocholine.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
479468	1.14.19.22							
479468	1.14.19.6							
479486	3.3.2.9							
479488	3.3.2.9							
479496	3.5.3.11	Agmatinase.	Agmatine + H(2)O = putrescine + urea.			Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
479663	3.2.1.73	Licheninase.	Hydrolysis of 1,4-beta-D-glycosidic linkages in beta-D-glucans containing 1,3- and 1,4-bonds.					
479794	1.13.11.53							
479794	1.13.11.54							
480019	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).					
480030	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.		Acid phosphatase deficiency; MIM:200950.	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
480030	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.		Acid phosphatase deficiency; MIM:200950.	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
480369	2.7.11.1							
480379	2.7.1.12	Gluconokinase.	ATP + D-gluconate = ADP + 6-phospho-D-gluconate.			Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
480405	2.4.2.14	Amidophosphoribosyltransferase.	5-phospho-beta-D-ribosylamine + diphosphate + L-glutamate = L-glutamine + 5-phospho-alpha-D-ribose 1-diphosphate + H(2)O.			Purine metabolism	Nucleotide Metabolism	METABOLIC
480405	2.4.2.14	Amidophosphoribosyltransferase.	5-phospho-beta-D-ribosylamine + diphosphate + L-glutamate = L-glutamine + 5-phospho-alpha-D-ribose 1-diphosphate + H(2)O.			Glutamate metabolism	Amino Acid Metabolism	METABOLIC
480459	1.1.1.26	Glycolate reductase.	Glycolate + NAD(+) = glyoxylate + NADH.			Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
480804	3.5.1.98							
480872	1.8.4.12							
480876	1.8.98.2							
480984	6.1.1.19	Arginine--tRNA ligase.	ATP + L-arginine + tRNA(Arg) = AMP + diphosphate + L-arginyl-tRNA(Arg).			  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
480984	6.1.1.19	Arginine--tRNA ligase.	ATP + L-arginine + tRNA(Arg) = AMP + diphosphate + L-arginyl-tRNA(Arg).			Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
481090	1.13.11.59							
481202	4.1.1.17	Ornithine decarboxylase.	L-ornithine = putrescine + CO(2).	Pyridoxal-phosphate.		Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
481202	4.1.1.17	Ornithine decarboxylase.	L-ornithine = putrescine + CO(2).	Pyridoxal-phosphate.		Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
481202	4.1.1.17	Ornithine decarboxylase.	L-ornithine = putrescine + CO(2).	Pyridoxal-phosphate.		Alkaloid biosynthesis II	Biosynthesis of Secondary Metabolites	METABOLIC
481314	4.2.1.46	dTDP-glucose 4,6-dehydratase.	dTDP-glucose = dTDP-4-dehydro-6-deoxy-D-glucose + H(2)O.	NAD.		Erythromycin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
481314	4.2.1.46	dTDP-glucose 4,6-dehydratase.	dTDP-glucose = dTDP-4-dehydro-6-deoxy-D-glucose + H(2)O.	NAD.		Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
481621	3.6.4.13							
481773	2.4.1.223							
481773	2.4.1.224							
481773	2.4.1.225							
481773	3.1.1.29	Aminoacyl-tRNA hydrolase.	N-substituted aminoacyl-tRNA + H(2)O = N-substituted amino acid + tRNA.					
481788	6.3.3.1	Phosphoribosylformylglycinamidine cyclo-ligase.	"ATP + 5'-phosphoribosylformylglycinamidine = ADP + phosphate + 5'-phosphoribosyl-5-aminoimidazole."			Purine metabolism	Nucleotide Metabolism	METABOLIC
481788	6.3.4.13	Phosphoribosylamine--glycine ligase.	"ATP + 5-phosphoribosylamine + glycine = ADP + phosphate + 5'-phosphoribosylglycinamide."			Purine metabolism	Nucleotide Metabolism	METABOLIC
481844	3.4.11.9	Xaa-Pro aminopeptidase.	Release of any N-terminal amino acid, including proline, that is linked with proline, even from a dipeptide or tripeptide.	Manganese or Cobalt.				
481875	2.7.1.15	Ribokinase.	ATP + D-ribose = ADP + D-ribose 5-phosphate.			Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
481936	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.					
482055	2.7.7.3	Pantetheine-phosphate adenylyltransferase.	"ATP + pantetheine 4'-phosphate = diphosphate + dephospho-CoA."			Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
482108	3.5.1.49	Formamidase.	Formamide + H(2)O = formate + NH(3).			Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
482108	3.5.1.49	Formamidase.	Formamide + H(2)O = formate + NH(3).			Nitrogen metabolism	Energy Metabolism	METABOLIC
482108	3.5.1.49	Formamidase.	Formamide + H(2)O = formate + NH(3).			Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
482505	2.5.1.18	Glutathione transferase.	RX + glutathione = HX + R-S-glutathione.			Glutathione metabolism	Metabolism of Other Amino Acids	METABOLIC
482506	3.4.23.25	Saccharopepsin.	Hydrolysis of proteins with broad specificity for peptide bonds. Cleaves -Leu-Leu-|-Val-Tyr- bond in a synthetic substrate. Does not act on esters of Tyr or Arg.					
482525	3.2.1.1	Alpha-amylase.	Endohydrolysis of 1,4-alpha-glucosidic linkages in oligosaccharides and polysaccharides.			Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
482547	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.					
482547	3.1.3.48	Protein-tyrosine-phosphatase.	Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.					
482818	6.3.4.5	Argininosuccinate synthase.	ATP + L-citrulline + L-aspartate = AMP + diphosphate + L-argininosuccinate.		Citrullinemia; MIM:215700.	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
482818	6.3.4.5	Argininosuccinate synthase.	ATP + L-citrulline + L-aspartate = AMP + diphosphate + L-argininosuccinate.		Citrullinemia; MIM:215700.	Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
482818	6.3.4.5	Argininosuccinate synthase.	ATP + L-citrulline + L-aspartate = AMP + diphosphate + L-argininosuccinate.		Citrullinemia; MIM:215700.	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
482841	1.18.1.6							
482891	2.9.1.1	L-seryl-tRNA(Sec) selenium transferase.	L-seryl-tRNA(Sec) + selenophosphate = L-selenocysteinyl-tRNA(Sec) + H(2)O + phosphate.	Pyridoxal-phosphate.		Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
